date,close,currency,unit,benchmark,source
1991-06-07,365.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-10,367.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-11,372.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-12,370.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-13,368.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-14,369.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-17,367.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-18,368.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-19,367.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-20,367.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-21,367.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-24,365.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-25,363.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-26,366.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-27,365.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-06-28,366.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-01,368.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-02,366.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-03,367.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-04,369.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-05,370.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-08,371.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-09,369.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-10,370.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-11,368.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-12,367.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-15,369.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-16,368.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-17,369.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-18,370.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-19,370.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-22,370.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-23,368.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-24,367.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-25,365.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-26,364.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-29,366.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-30,362.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-07-31,363.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-01,364.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-02,360.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-05,355.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-06,357.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-07,355.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-08,357.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-09,357.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-12,357.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-13,357.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-14,356.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-15,358.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-16,357.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-19,360.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-20,358.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-21,356.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-22,356.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-23,354.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-27,354.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-28,355.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-29,353.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-08-30,347.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-02,347.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-03,349.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-04,348.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-05,347.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-06,347.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-09,350.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-10,351.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-11,347.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-12,345.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-13,343.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-16,344.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-17,346.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-18,348.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-19,349.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-20,347.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-23,349.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-24,351.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-25,352.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-26,352.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-27,348.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-09-30,350.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-01,353.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-02,354.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-03,357.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-04,357.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-07,359.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-08,358.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-09,357.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-10,359.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-11,357.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-14,360.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-15,358.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-16,356.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-17,357.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-18,360.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-21,363.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-22,362.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-23,362.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-24,359.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-25,362.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-28,359.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-29,358.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-30,359.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-10-31,357.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-01,357.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-04,356.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-05,356.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-06,354.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-07,355.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-08,353.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-11,354.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-12,355.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-13,356.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-14,356.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-15,355.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-18,360.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-19,359.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-20,362.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-21,363.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-22,367.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-25,368.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-26,367.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-27,366.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-28,365.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-11-29,366.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-02,368.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-03,366.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-04,365.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-05,365.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-06,367.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-09,370.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-10,370.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-11,367.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-12,366.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-13,358.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-16,360.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-17,357.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-18,357.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-19,357.95,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-20,356.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-23,359.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-24,359.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-27,356.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-30,353.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1991-12-31,353.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-02,351.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-03,352.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-06,351.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-07,349.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-08,350.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-09,351.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-10,356.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-13,354.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-14,353.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-15,355.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-16,354.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-17,357.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-20,356.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-21,357.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-22,356.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-23,356.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-24,354.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-27,354.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-28,356.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-29,355.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-30,356.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-01-31,354.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-03,357.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-04,356.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-05,354.95,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-06,356.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-07,355.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-10,354.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-11,355.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-12,356.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-13,356.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-14,355.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-17,354.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-18,353.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-19,352.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-20,353.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-21,353.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-24,349.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-25,350.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-26,348.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-27,350.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-02-28,353.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-02,350.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-03,351.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-04,350.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-05,349.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-06,350.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-09,349.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-10,348.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-11,349.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-12,348.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-13,347.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-16,346.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-17,343.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-18,340.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-19,338.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-20,337.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-23,338.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-24,337.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-25,340.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-26,340.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-27,340.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-30,342.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-03-31,341.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-01,343.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-02,341.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-03,340.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-06,340.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-07,338.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-08,337.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-09,338.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-10,341.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-13,342.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-14,338.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-15,339.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-16,336.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-21,338.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-22,338.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-23,338.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-24,336.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-27,336.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-28,336.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-29,334.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-04-30,336.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-01,337.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-05,336.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-06,336.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-07,336.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-08,334.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-11,336.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-12,334.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-13,334.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-14,336.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-15,338.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-18,339.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-19,340.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-20,337.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-21,337.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-22,337.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-26,337.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-27,338.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-28,337.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-05-29,337.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-01,336.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-02,337.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-03,339.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-04,338.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-05,338.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-08,338.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-09,337.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-10,337.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-11,338.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-12,340.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-15,342.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-16,342.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-17,342.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-18,340.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-19,343.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-22,341.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-23,344.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-24,344.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-25,343.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-26,343.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-29,342.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-06-30,343.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-07-01,343.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-07-02,344.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-07-03,345.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1992-07-06,346.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
